직종,세부직종,직무태그,근무경력,근무형태,근무지역,출신대학,대학전공,어학시험,자격증,대학성적,근무경력_원본,해외취업여부,근무지역1,근무지역2,근무지역3
경영·기획·회계·사무,무역·수출입·운송사무,무역실무,0,계약직,"서울,서울,서울",인천대학교,영어,미응시,有,70.0,0개월,x,서울,서울,서울
건설·기계·전기·전자,기계·기계설계·기계설비,"산업기계,기계,기술영업",102,정규직,"서울,경기,해외",연세대학교,기계,불확실,無,70.0,8년 6개월,x,서울,경기,해외
경영·기획·회계·사무,무역·수출입·운송사무,외국계기업,0,계약직,"서울,경기,경기",기타,사학,불확실,有,80.0,0개월,x,서울,경기,경기
영업·판매·TM,영업·영업기획,의료기술영업,0,계약직,"서울,경기,",성균관대학교,철학,미응시,無,70.0,0개월,x,서울,서울,서울
경영·기획·회계·사무,마케팅·마케팅기획,"사업제휴,마케팅",108,정규직,"서울,경기,",서울여자대학교,체육,불확실,有,80.0,9년 0개월,x,서울,서울,서울
전문·교육·자격,기타 전문·교육·자격,지원,0,계약직,"부산,부산,",신라대학교,무용,미응시,無,80.0,0개월,x,부산,부산,부산
전문·교육·자격,금융·증권·투자,금융,0,계약직,"서울,경기,",성신여자대학교,컴퓨터,미응시,有,70.0,0개월,x,서울,서울,서울
경영·기획·회계·사무,사무·총무·법무,총무관리,0,계약직,"충남,서울,경기",목포대학교,행정,미응시,無,70.0,0개월,x,충남,서울,경기
경영·기획·회계·사무,사무·총무·법무,"금융,관리,영업",0,계약직,"전북,서울,",전주대학교,통계,미응시,有,60.0,0개월,x,전북,전북,전북
IT·게임,웹프로그래머,"웹,프로그래머,JAVA,JSP,EJB,Servlet,OCP,DB,ORACLE,일본어,PL",0,계약직,"서울,경기,일본",경기대학교,경제,JLPT,有,80.0,0개월,x,서울,경기,일본
경영·기획·회계·사무,사무·총무·법무,"행정학,중등정교사2급",0,계약직,"서울,경기,충북",경기대학교,행정,미응시,無,70.0,0개월,x,서울,경기,충북
건설·기계·전기·전자,전기·전자·제어,"전자,반도체,방송,영업",0,계약직,"서울,경기,인천",기타,전자,미응시,有,70.0,0개월,x,서울,경기,인천
전문·교육·자격,금융·증권·투자,"은행,조직관리",0,계약직,"서울,서울,서울",동아대학교,경영,미응시,無,70.0,0개월,x,서울,서울,서울
영업·판매·TM,해외영업,무역,0,계약직,"서울,,",동덕여자대학교,독어,TOEIC,有,80.0,0개월,x,서울,서울,서울
IT·게임,서버·네트워크·보안,"전산,컴퓨터,네트워크,서버,PC,품질",0,계약직,"전북,대전,경기",전주대학교,산업,미응시,有,70.0,0개월,x,전북,대전,경기
경영·기획·회계·사무,경리·회계,"기업분석,평가,투자심사,M,경영기획,경영지원,CFO",211,정규직,"서울,경기,캐나다",중앙대학교,무역,미응시,無,80.0,17년 7개월,x,서울,경기,캐나다
건설·기계·전기·전자,전기·전자·제어,"전기,전자,제어",0,계약직,"경기,서울,기타",기타,전기,미응시,無,80.0,0개월,x,경기,서울,기타
IT·게임,웹디자인,"웹디자인,플래쉬,웹UI,드림위버,포토샵,프리랜서",92,계약직,"서울,,",세종대학교,경영,미응시,無,80.0,7년 8개월,x,서울,서울,서울
건설·기계·전기·전자,건설·토목·건축설비,건축,0,계약직,"서울,부산,",신라대학교,건축,미응시,無,70.0,0개월,x,서울,서울,서울
경영·기획·회계·사무,사무·총무·법무,"일반사무직,총무,구매,자재",0,계약직,"서울,경기,경기",한림대학교,법,미응시,有,70.0,0개월,x,서울,경기,경기
경영·기획·회계·사무,생산관리·품질관리·품질보증,"품질관리,품질보증,6시그마,ISO,QA,QC",36,정규직,"경기,서울,경기",성균관대학교,산업,TOEIC,有,70.0,3년 0개월,x,경기,서울,경기
경영·기획·회계·사무,무역·수출입·운송사무,"수출입,무역사무,ERP활용",101,정규직,"서울,경기,전북",전주대학교,산업,미응시,有,80.0,8년 5개월,x,서울,경기,전북
IT·게임,웹기획·웹마케팅·PM,"웹기획,제안서,클라이언트관리,서버관리,컨텐츠기획,웹프로그램등",0,계약직,"광주,전남,전북",광주대학교,전자,미응시,無,70.0,0개월,x,광주,전남,전북
건설·기계·전기·전자,전기·전자·제어,"전자,펌웨어,프로그래밍,마이크로프로세서,기술영업,FAE",37,정규직,"서울,경기,충북",경기대학교,전자,TOEIC,有,80.0,3년 1개월,x,서울,경기,충북
IT·게임,"응용프로그래머(Unix,Linux,Java)","PM,프로그래머",161,"정규직, 계약직, ","서울,,",기타,전자,미응시,有,60.0,13년 5개월,x,서울,서울,서울
경영·기획·회계·사무,사무·총무·법무,기타,79,정규직,"서울,서울,경기",성결대학교,경영,미응시,有,70.0,6년 7개월,x,서울,서울,경기
전문·교육·자격,교육·교사·교수·강사,교육및관리,0,계약직,"경기,서울,부산",동아대학교,법,미응시,有,80.0,0개월,x,경기,서울,부산
건설·기계·전기·전자,전기·전자·제어,"PLC,VC++,EXCEL,POWERPOINT,모터제어,공압,회로설계",0,계약직,"서울,경기,인천",한국산업기술대학교,제어,미응시,無,70.0,0개월,x,서울,경기,인천
IT·게임,서버·네트워크·보안,"VB,Linux,DB관리,Unix,NT,Server,네트워크",0,계약직,"전북,대전,경기",호원대학교,전산,미응시,有,80.0,0개월,x,전북,대전,경기
경영·기획·회계·사무,마케팅·마케팅기획,"마케팅,쇼핑몰,기획,이메일,마케터,운영,B2C,프로모션,고객분석,온라인마케팅,브랜딩",132,정규직,"서울,,",성신여자대학교,전산,미응시,無,70.0,11년 0개월,x,서울,서울,서울
디자인,그래픽디자인·CG,"그래픽,패키지,편집,디스플레이,POP디자인등등",0,계약직,"서울,경기,",신라대학교,디자인,미응시,無,80.0,0개월,x,서울,서울,서울
경영·기획·회계·사무,비서·인포메이션·수행·안내,"비서직,웨딩플래너",0,정규직,"서울,경기,",세종대학교,무용,미응시,無,80.0,0개월,x,서울,서울,서울
IT·게임,서버·네트워크·보안,"전산,오라클,Mysql,Delphi,C언어,Php,ENTERA",0,계약직,"서울,전북,대전",군산대학교,컴퓨터,TOEIC,有,80.0,0개월,x,서울,전북,대전
경영·기획·회계·사무,사무·총무·법무,"부가세신고,사대보험,급여",0,계약직,"서울,서울,경기",성결대학교,지역,미응시,有,80.0,0개월,x,서울,서울,경기
IT·게임,웹기획·웹마케팅·PM,"개발기획,웹기획,컨텐츠기획,포털,서비스,커뮤니티,게임,무선서비스,",0,계약직,"서울,경기,",호원대학교,행정,미응시,無,80.0,0개월,x,서울,서울,서울
경영·기획·회계·사무,비서·인포메이션·수행·안내,비서(사무직),0,계약직,"서울,대전,부산",동의대학교,가정,미응시,無,70.0,0개월,x,서울,대전,부산
IT·게임,전산사무·전산관리,"자동차보험,방카슈랑스,ProjectManager,IT기획",0,계약직,"서울,경기,",연세대학교,전산,미응시,無,60.0,0개월,x,서울,서울,서울
경영·기획·회계·사무,경영·기획·전략,"쇼핑몰,MD,상품기획,제휴",0,계약직,"서울,서울,서울",중앙대학교,정보,미응시,無,60.0,0개월,x,서울,서울,서울
영업·판매·TM,기술영업,",회원상담,베타테스터,기술해외영업,컨설팅,영업,고객지원,고객상담,하드웨어,컴퓨터,IT기술영업,마케팅,사진,품질보증,품질관리",0,계약직,"서울,대전,",기타,기계,TOEIC,無,70.0,0개월,x,서울,서울,서울
영업·판매·TM,기술영업,기타,0,계약직,"서울,부산,해외",동아대학교,금속,TOEIC,有,70.0,0개월,x,서울,부산,해외
IT·게임,웹기획·웹마케팅·PM,기타,4,계약직,"서울,서울,서울",인천대학교,전자,미응시,無,60.0,4개월,x,서울,서울,서울
건설·기계·전기·전자,CAD·CAM,"설계,CAD,CATIA,",0,계약직,"서울,경기,경북",한밭대학교,기계,미응시,無,70.0,0개월,x,서울,경기,경북
전문·교육·자격,금융·증권·투자,"금융,무역,마케팅,컨설팅",0,계약직,"서울,서울,서울",성균관대학교,경영,미응시,無,70.0,0개월,x,서울,서울,서울
경영·기획·회계·사무,경리·회계,"AUTOCAD,금융,재무",0,계약직,"서울,인천,경기",협성대학교,보험,미응시,有,60.0,0개월,x,서울,인천,경기
경영·기획·회계·사무,구매·자재사무,"구매,개발,품질관리",206,정규직,"경기,강원,전국",기타,기계,TOEIC,有,70.0,17년 2개월,x,경기,강원,전국
경영·기획·회계·사무,경영·기획·전략,"상품기획,영업관리,입찰진행,액셀,포토샵",0,계약직,"서울,서울,서울",기타,서양,미응시,無,70.0,0개월,x,서울,서울,서울
디자인,출판·편집디자인,"편집디자인,포토&#49406;,일러스트,&#53245;,포스터,",0,계약직,"서울,서울,서울",동서대학교,디자인,미응시,無,70.0,0개월,x,서울,서울,서울
경영·기획·회계·사무,사무·총무·법무,"일반사무,총무,경리",0,계약직,"서울,경기,",인천대학교,경제,미응시,無,60.0,0개월,x,서울,서울,서울
영업·판매·TM,영업·영업기획,"영업관리,사무관리,영업",0,계약직,"부산,서울,경남",동서대학교,전자,미응시,無,70.0,0개월,x,부산,서울,경남
경영·기획·회계·사무,마케팅·마케팅기획,"광고,홍보,기획,마케팅,PR",132,정규직,"서울,,",동아대학교,국어,미응시,無,70.0,11년 0개월,x,서울,서울,서울
IT·게임,웹프로그래머,"JAVA,Beans,JSP,EJB,ASP,ColdFusion,Oracle,SQLServer,C++,VB,MCSE,SCJP",0,계약직,"서울,서울,서울",성균관대학교,통계,불확실,有,60.0,0개월,x,서울,서울,서울
재료·화학·섬유·의복,제약·의약,"보건,기획,사무",0,계약직,"서울,서울,서울",동덕여자대학교,보건,TOEIC,有,70.0,0개월,x,서울,서울,서울
IT·게임,"응용프로그래머(Unix,Linux,Java)","C,C++,MFC,VB,전산,프로그래머,서버관리,ASP,PHP,SQL",0,계약직,"서울,경기,인천",성균관대학교,컴퓨터,미응시,有,70.0,0개월,x,서울,경기,인천
영업·판매·TM,영업·영업기획,펀드매니저,0,계약직,"서울,서울,서울",연세대학교,경영,미응시,無,80.0,0개월,x,서울,서울,서울
경영·기획·회계·사무,경리·회계,무슨일이든...,0,계약직,"서울,광주,",광주대학교,금융,미응시,無,70.0,0개월,x,서울,서울,서울
경영·기획·회계·사무,경영·기획·전략,"IPO,IR,경영기획,재무",0,계약직,"서울,경기,",중앙대학교,경영,미응시,無,70.0,0개월,x,서울,서울,서울
경영·기획·회계·사무,무역·수출입·운송사무,"해외영업,무역사무,일반사무,수출입,영어,중국어,IT,웹기획",0,계약직,"서울,경기,중국",이화여자대학교,중국,TOEIC,無,60.0,0개월,x,서울,경기,중국
경영·기획·회계·사무,경리·회계,"경영,경영지원,공시,세무,IR",96,정규직,"서울,경기,경남",기타,경제,TOEIC,無,80.0,8년 0개월,x,서울,경기,경남
영업·판매·TM,영업·영업기획,"대리점,백화점관리,마케팅,영어연수1년,영문과,무역사과정수료,컴상급,전국상권분석,대리점컨설턴트",0,계약직,"서울,해외,캐나다",한성대학교,영어,미응시,無,70.0,0개월,x,서울,해외,캐나다
경영·기획·회계·사무,마케팅·마케팅기획,"쇼핑몰,MD,마케팅,기획,관리,영업관리,통관,파워포인트",0,계약직,"서울,경기,인천",기타,화학,미응시,無,70.0,0개월,x,서울,경기,인천
경영·기획·회계·사무,인사·노무·교육·인재개발,"인재개발,교육",0,계약직,"서울,경기,",경기대학교,경영,미응시,無,70.0,0개월,x,서울,서울,서울
전문·교육·자격,외국어·번역·통역,"영어학원,영어",0,계약직,"서울,경기,",성신여자대학교,생물,미응시,無,70.0,0개월,x,서울,서울,서울
건설·기계·전기·전자,전기·전자·제어,"반도체,전자",0,계약직,"서울,부산,울산",동아대학교,전자,미응시,無,80.0,0개월,x,서울,부산,울산
건설·기계·전기·전자,전기·전자·제어,"반도체,전자",0,계약직,"서울,부산,울산",동아대학교,전자,미응시,無,80.0,0개월,x,서울,부산,울산
경영·기획·회계·사무,사무·총무·법무,"총무,인사,비서,사무,엑셀,통계,DB관리,기획",108,계약직,"서울,서울,강원",상지대학교,영어,TOEIC,無,70.0,9년 0개월,x,서울,서울,강원
재료·화학·섬유·의복,섬유·의복,"의류,디자이너,패션,일본패션",0,계약직,"서울,서울,",호남대학교,디자인,불확실,有,80.0,0개월,x,서울,서울,서울
경영·기획·회계·사무,경영·기획·전략,"의상,photoshop,Execl,영어,일본어",0,계약직,"서울,서울,",동덕여자대학교,국어,TOEIC,無,70.0,0개월,x,서울,서울,서울
영업·판매·TM,기술영업,"SystemConsultng,Solution,Network",0,계약직,"서울,경기,광주",호남대학교,정보,기타,有,60.0,0개월,x,서울,경기,광주
영업·판매·TM,기술영업,"물류,유통",0,계약직,"전국,전국,전국",동아대학교,기계,미응시,無,70.0,0개월,x,전국,전국,전국
경영·기획·회계·사무,마케팅·마케팅기획,P.M,0,계약직,"서울,,",중앙대학교,생물,미응시,無,80.0,0개월,x,서울,서울,서울
디자인,출판·편집디자인,편집디자인,0,계약직,"서울,서울,서울",서울여자대학교,디자인,미응시,無,80.0,0개월,x,서울,서울,서울
경영·기획·회계·사무,마케팅·마케팅기획,웹기획및웹마케팅,0,정규직,"서울,,",성균관대학교,경영,미응시,有,70.0,0개월,x,서울,서울,서울
경영·기획·회계·사무,구매·자재사무,"구매,자재,무역",50,정규직,"서울,경기,해외",중앙대학교,무역,불확실,有,60.0,4년 2개월,x,서울,경기,해외
경영·기획·회계·사무,경리·회계,재무,0,계약직,"부산,경남,전남",동의대학교,경영,미응시,無,80.0,0개월,x,부산,경남,전남
경영·기획·회계·사무,경영·기획·전략,"영어,msoffice",0,계약직,"서울,,",세종대학교,영어,미응시,無,60.0,0개월,x,서울,서울,서울
IT·게임,웹프로그래머,"ASP,MS-SQL",0,계약직,"서울,경기,",군산대학교,수학,미응시,無,70.0,0개월,x,서울,서울,서울
